comment,problem,problem_time,problem_who,review
"
自己选择的，再苦都得过下去！你也没有离婚的勇气！ 
",头一次听见说父母算计儿子，可见你是有多么的恶毒,2018-04-30 13:19,宠物蛋糕,宗宝贝
"
 你是非分明很不错了. 
",像我妈妈对我老婆也不怎么好，什么事都是我老婆的错，我妈妈结婚没几个月就叫我离婚，我爸还赶我老婆出去，都是我妈妈在作怪，就因为我老婆是外地的！不过我自力更生结婚没花他们钱，要出去住就出去住，要断离关系就断离，谁好谁坏还是要是非分明的！,2018-04-30 16:46,迷城,花落臻臻
"
 中国政策也挺好的，生孩子还要钱多 
",嗯，貌似在国外人家也不指望着儿子给养老。并且国情完全不同，在中国没人给带孩子妈妈就得全职在家里带孩子去家庭收入就得看老公一个人了，现在在中国养一个孩子的压力也是跟国外完全不同的，朋友移民去了加拿大生孩子不需要花钱，政府还补贴钱给他们，再想想医疗教育这些方面的 ..,2018-04-30 17:37,online1100,flora兰兰
"
 你老公还算不错，有时候自己想开一点，那毕竟是他的亲生父母，他也很无奈。公婆这回事没有最差只有更差。老公好就行了，过自己的日子走自己的路。 
",是的！,2018-04-30 15:14,pingyun_,online1100
"
嫁到义乌风光啊。可你不知道一部份义乌人是多么的小气。要是没拆迁他们什么都不是。 
",是的！,2018-04-30 15:14,pingyun_,德国地暖任工
"
婆婆这么坏还会去生二胎，婆婆如果如你所说这么坏，不可能你生二胎才坏的吧，等待你老公反转 
",是的！,2018-04-30 15:14,pingyun_,王三皮
"
说多了  都是泪啊  只能自己承受 
",是的！,2018-04-30 15:14,pingyun_,浦江jason
"
 她自己已经把她定位成外来妹了， 
",楼主，这不是远嫁不远嫁的问题，是没有找对人的问题，找对了，嫁到天涯海角也幸福，嫁不好，就隔壁邻居也都要闹飞天，所以，找老公一定要擦亮眼睛！妈宝的孩子不适合做老公.,2018-04-30 09:32,五星设计傅小姐,王三皮
"
 上代下接， 
",莫名其妙,2018-04-30 09:44,pingyun_,王三皮
"
 我觉得婆婆再厉害也好，老公再妈宝也好，如果自己足够强大，足够优秀，能力如果比男人强，那就没有这么多的抱怨了，自然而然酒成为家中核心人物了，所以女人不要把自己当作只是一个生孩子的机器，一定要提升自己！ 
",她自己已经把她定位成外来妹了，,2018-04-30 18:10,王三皮,五星设计傅小姐
"
你最起码还有个人让你生气，我和老婆两个人把两个小孩都带过来，还造了两栋房子，都是我们自己弄。要看开点，你现在至少有人让你生气，万一没人让你生气了，你会怎么办？不活了吗？ 
",,,,aking2727
"
额 
",,,,你的亲爹
"
 你在炫富吗？不是我们不想盖房子，宅基地我公婆都盖房子去了，我们买的两套房子任何一套在村上能盖一栋五层了，谁不知道盖房子划算啊，现在我跟我老公一人一辆车，买头一辆轿车的时候我公公还说我老公不是什么老板还开车，呵呵 
",你最起码还有个人让你生气，我和老婆两个人把两个小孩都带过来，还造了两栋房子，都是我们自己弄。要看开点，你现在至少有人让你生气，万一没人让你生气了，你会怎么办？不活了吗？,2018-04-30 18:24,aking2727,pingyun_
"
 什么叫生孩子机器，真搞笑，你不要生孩子就好了 
",我觉得婆婆再厉害也好，老公再妈宝也好，如果自己足够强大，足够优秀，能力如果比男人强，那就没有这么多的抱怨了，自然而然酒成为家中核心人物了，所以女人不要把自己当作只是一个生孩子的机器，一定要提升自己！,2018-04-30 18:13,五星设计傅小姐,pingyun_
"
 你等不到我老公反转，呵呵，我从没有说谁是生二胎才坏的，跟二胎没有关系！ 
",婆婆这么坏还会去生二胎，婆婆如果如你所说这么坏，不可能你生二胎才坏的吧，等待你老公反转,2018-04-30 18:07,王三皮,pingyun_
"
 没钱，儿子结婚什么没有出过，媳妇到家里来了就倚老卖老，等着人家白养个女儿来叫他们爸妈又伺候她们，哪有这么好的事 
",嫁到义乌风光啊。可你不知道一部份义乌人是多么的小气。要是没拆迁他们什么都不是。,2018-04-30 18:04,德国地暖任工,pingyun_
"
是你在和婆婆计较啊，听不懂人话就算了。你可以把你婆婆当死人就是了。没她这个人你还会要求这么多吗？我有必要和你老炫富吗？ 
",嫁到义乌风光啊。可你不知道一部份义乌人是多么的小气。要是没拆迁他们什么都不是。,2018-04-30 18:04,德国地暖任工,aking2727
"
 跟二胎没有关系，我们自己可以养可以带，就是烦骚扰 
",这种家还生二宝，这下脱离不了苦海了,2018-04-30 17:38,客官请留步,pingyun_
"
 什么叫计较，我当她不存在，从来不指望是她非要阴魂不散 
",是你在和婆婆计较啊，听不懂人话就算了。你可以把你婆婆当死人就是了。没她这个人你还会要求这么多吗？我有必要和你老炫富吗？,2018-04-30 18:39,aking2727,pingyun_
"
哎 
",是你在和婆婆计较啊，听不懂人话就算了。你可以把你婆婆当死人就是了。没她这个人你还会要求这么多吗？我有必要和你老炫富吗？,2018-04-30 18:39,aking2727,小甜朵
"
哎 
",是你在和婆婆计较啊，听不懂人话就算了。你可以把你婆婆当死人就是了。没她这个人你还会要求这么多吗？我有必要和你老炫富吗？,2018-04-30 18:39,aking2727,小甜朵
"
写个小说不错 
",是你在和婆婆计较啊，听不懂人话就算了。你可以把你婆婆当死人就是了。没她这个人你还会要求这么多吗？我有必要和你老炫富吗？,2018-04-30 18:39,aking2727,憾爱
"
等小孩的大一点你就享福了深知你的苦做女人厉害点 
",是你在和婆婆计较啊，听不懂人话就算了。你可以把你婆婆当死人就是了。没她这个人你还会要求这么多吗？我有必要和你老炫富吗？,2018-04-30 18:39,aking2727,苛刻的优雅
"
这种男人还是离婚好： 
",是你在和婆婆计较啊，听不懂人话就算了。你可以把你婆婆当死人就是了。没她这个人你还会要求这么多吗？我有必要和你老炫富吗？,2018-04-30 18:39,aking2727,朱阿兴
"
 男人还是好的， 
",这种男人还是离婚好：,2018-04-30 18:57,朱阿兴,pingyun_
"
 我的意思是不要只做生孩子的机器，要努力提升自己，让自己强大起来，别人才会重视你尊重你，看你给理解成这样，说明你应该是一个平常心思比较狭隘的人！路人评论一下给点意见你都接受不了！ 我已经两个孩子了，我跟我老公还相隔两个省呢，现在反而两个城市都丢下了，在义乌定居下来了！所以说，你自己的问题其实蛮大的！ 
",什么叫生孩子机器，真搞笑，你不要生孩子就好了,2018-04-30 18:36,pingyun_,五星设计傅小姐
"
老公好的话，搬出来住，不用理会他妈，毕竟你老公妈妈都不拿你老公当亲生的，更何况是你还有你们的孩子，如果老公不好，那就离吧 
",什么叫生孩子机器，真搞笑，你不要生孩子就好了,2018-04-30 18:36,pingyun_,哟哟哟哟阿西吧
"
看这题目就不想看内容，和远嫁啥关系 ，和义乌又有啥关系，地域黑 
",什么叫生孩子机器，真搞笑，你不要生孩子就好了,2018-04-30 18:36,pingyun_,义乌老丁
"
 你没碰到这样的人所以你说风凉话，如果你一结婚你公婆什么都等着你跟你老公做，孩子不帮忙看，你生孩子自己出钱去个私利医院，你婆婆就说你花钱多了，没必要去那么贵的，你自己赚钱给自己买了辆车你公婆来说你不是什么老板没资格开车，你们包揽家务开支你公婆还想要把钱给她存的时候你在这么说吧！你在心胸宽广吧 
",我的意思是不要只做生孩子的机器，要努力提升自己，让自己强大起来，别人才会重视你尊重你，看你给理解成这样，说明你应该是一个平常心思比较狭隘的人！路人评论一下给点意见你都接受不了！ 我已经两个孩子了，我跟我老公还相隔两个省呢，现在反而两个城市都丢下了，在义乌定居下 ..,2018-04-30 18:59,五星设计傅小姐,pingyun_
"
 是的，我也这么跟我老公说， 
",老公好的话，搬出来住，不用理会他妈，毕竟你老公妈妈都不拿你老公当亲生的，更何况是你还有你们的孩子，如果老公不好，那就离吧,2018-04-30 19:07,哟哟哟哟阿西吧,pingyun_
"
 让他给你一个准确的回答，如果不给你答案，你自己出来吧，两年后自动解除婚姻 
",是的，我也这么跟我老公说，,2018-04-30 19:13,pingyun_,哟哟哟哟阿西吧
"
 我们一起出来住了 
",让他给你一个准确的回答，如果不给你答案，你自己出来吧，两年后自动解除婚姻,2018-04-30 19:14,哟哟哟哟阿西吧,pingyun_
"
 我感觉我发的那句话有点打脸了！她能够这么误解你这段话的意思！ 
",我的意思是不要只做生孩子的机器，要努力提升自己，让自己强大起来，别人才会重视你尊重你，看你给理解成这样，说明你应该是一个平常心思比较狭隘的人！路人评论一下给点意见你都接受不了！ 我已经两个孩子了，我跟我老公还相隔两个省呢，现在反而两个城市都丢下了，在义乌定居下 ..,2018-04-30 18:59,五星设计傅小姐,是你蕾
"
跟远嫁没半毛钱关系，主要还是你老公太软弱和有个戏精的婆婆，赶紧离婚，要不然你还有得苦。 
",我的意思是不要只做生孩子的机器，要努力提升自己，让自己强大起来，别人才会重视你尊重你，看你给理解成这样，说明你应该是一个平常心思比较狭隘的人！路人评论一下给点意见你都接受不了！ 我已经两个孩子了，我跟我老公还相隔两个省呢，现在反而两个城市都丢下了，在义乌定居下 ..,2018-04-30 18:59,五星设计傅小姐,打不死的小強
"
 对 
",你以后做婆婆了  那你也不是好婆婆了  对吗,2018-04-30 13:45,爱情白开水,小兔崽子宗润雪
"
 现在不住一起了 
",跟远嫁没半毛钱关系，主要还是你老公太软弱和有个戏精的婆婆，赶紧离婚，要不然你还有得苦。,2018-04-30 19:25,打不死的小強,pingyun_
"
自己蠢别怪别人，真有勇气生二胎… 
",跟远嫁没半毛钱关系，主要还是你老公太软弱和有个戏精的婆婆，赶紧离婚，要不然你还有得苦。,2018-04-30 19:25,打不死的小強,婆娑佛陀
"
 你聪明还看不懂，我说的跟生二胎有关系吗！ 
",自己蠢别怪别人，真有勇气生二胎…,2018-04-30 19:36,婆娑佛陀,pingyun_
"
嫁哪里啊 
",自己蠢别怪别人，真有勇气生二胎…,2018-04-30 19:36,婆娑佛陀,路边的小黄花
"
 老了就知道苦了！老公不要妈宝男日子都可以过！我们村的那个就是婆婆做，离婚了！ 
",所以我这个事情几年来最难过，生死关头，也是我婆婆很大原因的，我婆婆说是个女人都生孩子，,2018-04-30 16:40,pingyun_,哲嗯
"
 感觉你有点钻牛角尖了 
",你在炫富吗？不是我们不想盖房子，宅基地我公婆都盖房子去了，我们买的两套房子任何一套在村上能盖一栋五层了，谁不知道盖房子划算啊，现在我跟我老公一人一辆车，买头一辆轿车的时候我公公还说我老公不是什么老板还开车，呵呵,2018-04-30 18:34,pingyun_,一一宝宝同学
"
 她是不可能离婚的，你就别劝离了，没看到她只是说公婆不好，我们这些是咸吃萝卜淡操心 
",赶紧离婚,2018-04-30 17:12,义乌领域,一一宝宝同学
"
 我跟我父母把话挑明了，以后什么事都不要来找我。累了 
",看来你也是夹在中间为难的那个,2018-04-30 15:21,pingyun_,木小234
"
赶紧离 
",看来你也是夹在中间为难的那个,2018-04-30 15:21,pingyun_,金氏义乌侬
"
这不是远嫁的问题，是你老公没用 
",看来你也是夹在中间为难的那个,2018-04-30 15:21,pingyun_,六大爷
"
这跟远嫁没任何关系，你老公家两个兄弟为什么不分开住？ 
",看来你也是夹在中间为难的那个,2018-04-30 15:21,pingyun_,fuwenan
"
 哎，我老公不这样的， 
",我跟我父母把话挑明了，以后什么事都不要来找我。累了,2018-04-30 19:54,木小234,pingyun_
"
 现在分了，之前闹分家还问我们要钱 
",这跟远嫁没任何关系，你老公家两个兄弟为什么不分开住？,2018-04-30 20:00,fuwenan,pingyun_
"
 远嫁因为你是外地的不但没有人向着你，也没有人信你， 
",这跟远嫁没任何关系，你老公家两个兄弟为什么不分开住？,2018-04-30 20:00,fuwenan,pingyun_
"
 远嫁因为你是外地的没有人信你，婆婆在外面说什么别人信什么，亲戚邻居都会说老公让着父母，根本不讲道理 
",这不是远嫁的问题，是你老公没用,2018-04-30 19:56,六大爷,pingyun_
"
你婆婆，就像我奶奶，你就像我妈，你老公很像我爸，真的一摸一样 
",,,,梦婷啊！
"
 我并不是一开始就这样， 
",你婆婆，就像我奶奶，你就像我妈，你老公很像我爸，真的一摸一样,2018-04-30 20:22,梦婷啊！,pingyun_
"
有些人既炫耀自己不用带孩子，又站着说话不腰疼的说你只需要带孩子 
",你婆婆，就像我奶奶，你就像我妈，你老公很像我爸，真的一摸一样,2018-04-30 20:22,梦婷啊！,义乌小马头
"
自古以来婆媳关系最难处理。也是最让人头痛的事 
",你婆婆，就像我奶奶，你就像我妈，你老公很像我爸，真的一摸一样,2018-04-30 20:22,梦婷啊！,q1350025818
"
等你儿子长大了有了老婆忘了娘，看你会不会对媳妇有意见，对妈好是天经地义，对你好不好是你的本事了，所以女孩子们千万要找个爱你的人，不要找个你爱的死去活来他把你当什么都不是，这就是为什么那些把老婆当公主的女人才是真幸福，把老公当少爷的女人没有几个有好下场。 
",你婆婆，就像我奶奶，你就像我妈，你老公很像我爸，真的一摸一样,2018-04-30 20:22,梦婷啊！,开心点了
"
 我能理解，因为我妈也被我奶奶我爷爷他们欺负，情况真的很像，我爸也很孝顺，愚孝那种，什么都偏我奶奶，我奶奶很会搞事情，我和我弟弟两个人，都是我妈一个人带大的，我奶奶看我，小时候，不看在眼里的，我就和我妈一样，对于她就是外人，现在我长大嫁人了稍微好点，不然不当我一家人的一样的，不来管，家里有没有吃，他们都当个不知道，小时候看我们家条件不好，就很偏我叔叔他们家，现在报应来了，血管瘤，我奶奶也很作的，躺在我家地上要死要活的，现在生病了，我爸都能花那么多钱给她，哎，这种环境家庭，改不了，只能分开住，或者不在了，不然没好日子过，和我妈一样的 
",我并不是一开始就这样，,2018-04-30 20:25,pingyun_,梦婷啊！
"
恶婆婆很多，好婆婆也有，我家也有个恶婆婆，不过她是后妈，情有可原，咱们女人嘛，就大气点，自己年轻，总比老人家活得久，年轻时怎么对自己，他们老了就怎么对他们就是了，离婚不离婚也别了，毕竟有两个孩子，孩子是自己的，离了还得给后妈叫妈，没意思 
",我并不是一开始就这样，,2018-04-30 20:25,pingyun_,零零落落
"
 你老公孝顺父母是应该，但是不能愚孝，也不想想是谁跟他生儿育女，是谁陪他到死，在碰到你这公公婆婆也是没脑子 
",远嫁因为你是外地的没有人信你，婆婆在外面说什么别人信什么，亲戚邻居都会说老公让着父母，根本不讲道理,2018-04-30 20:12,pingyun_,六大爷
"
这种家庭还敢生二胎  有命在这里发帖子都算命大了 
",远嫁因为你是外地的没有人信你，婆婆在外面说什么别人信什么，亲戚邻居都会说老公让着父母，根本不讲道理,2018-04-30 20:12,pingyun_,小包子x
"
 照你这么说作为婆婆的对媳妇不好就有理了吗？连我老公这个儿子都不疼的婆婆我早就当没有，我都不给她来往了还见不得我好 
",等你儿子长大了有了老婆忘了娘，看你会不会对媳妇有意见，对妈好是天经地义，对你好不好是你的本事了，所以女孩子们千万要找个爱你的人，不要找个你爱的死去活来他把你当什么都不是，这就是为什么那些把老婆当公主的女人才是真幸福，把老公当少爷的女人没有几个有好下场。,2018-04-30 20:40,开心点了,pingyun_
"
 跟二胎没有什么关系，孩子是自己的，不是给别人生的，现在分开了不住一起了还是什么都要管 
",这种家庭还敢生二胎  有命在这里发帖子都算命大了,2018-04-30 21:00,小包子x,pingyun_
"
 永远不可能莫名其妙的，万事都有因果 
",莫名其妙,2018-04-30 09:44,pingyun_,卡卡100
